t,Z_mpmath,kind,gap,norm_gap
10000000066510.7695312500,-1.519515777526e-02,min,,
10000000066616.9140625000,1.766810898450e-02,max,,
10000000066739.2148437500,-1.584281931003e-02,min,,
10000000066778.9218750000,1.434076017953e-02,max,,
10000000066841.0800781250,-8.885527832964e-03,min,,
10000000066865.3613281250,-9.191076688268e-03,min,,
10000000066907.8671875000,8.881454193013e-03,max,,
10000000066951.4062500000,-1.705761831567e-02,min,,
10000000067045.1777343750,4.198381613849e-03,max,,
10000000067080.2578125000,-5.980567547864e-03,min,,
10000000067099.4726562500,-2.958109989928e-03,min,,
10000000067115.5917968750,-1.641498206656e-02,min,,
10000000067190.3691406250,1.791973333154e-02,max,,
10000000067225.8417968750,1.884568702755e-02,max,,
10000000067229.2714843750,7.787868046980e-03,max,,
10000000067337.5722656250,1.013112779367e-02,max,,
10000000067464.2558593750,1.652337022380e-02,max,,
10000000067477.4375000000,-1.970086873091e-02,min,,
10000000067568.2382812500,-1.840073026752e-02,min,,
10000000067614.8378906250,1.322579636849e-02,max,,
10000000067626.3417968750,-1.413288569477e-02,min,,
10000000067733.4062500000,1.543866993771e-02,max,,
10000000067768.4160156250,9.817498676141e-03,max,,
10000000067814.6386718750,-1.505366740130e-02,min,,
10000000067818.5839843750,-9.182360306690e-03,min,,
10000000067880.8417968750,-5.961674871044e-03,min,,
10000000068007.5234375000,1.627611665510e-02,max,,
10000000068049.0878906250,-6.922491495573e-03,min,,
10000000068204.0332031250,1.171289309959e-02,max,,
10000000068242.6796875000,-1.852173633882e-02,min,,
10000000068294.8007812500,5.391038913681e-03,max,,
10000000068295.8046875000,-3.408546648768e-03,min,,
10000000068415.2128906250,-1.581886212317e-02,min,,
10000000068442.1503906250,-1.993908518806e-02,min,,
10000000068488.9941406250,-1.670418449767e-02,min,,
10000000068586.2265625000,-1.618529432822e-02,min,,
10000000068621.6679687500,1.025437378343e-02,max,,
10000000068630.3222656250,1.937278858834e-02,max,,
10000000068630.6660156250,5.807734887274e-03,max,,
10000000068677.0957031250,8.547427409365e-03,max,,
10000000068860.8613281250,8.378277137942e-03,max,,
10000000068892.7148437500,1.147536627029e-02,max,,
10000000068895.0039062500,8.878762452499e-03,max,,
10000000069111.9511718750,9.528147904943e-03,max,,
10000000069112.3164062500,1.282489647933e-02,max,,
10000000069129.4394531250,6.344088291238e-03,max,,
10000000069141.9277343750,-1.235064526761e-02,min,,
10000000069335.5742187500,1.929226385920e-02,max,,
10000000069391.5449218750,8.495856744239e-03,max,,
10000000069466.9003906250,1.728497054144e-02,max,,
10000000069472.7011718750,-1.288494618865e-02,min,,
10000000069483.8925781250,-1.675325790738e-02,min,,
10000000069492.8027343750,-1.888375045469e-02,min,,
10000000069637.8984375000,4.970114559797e-03,max,,
10000000069684.5449218750,-1.774667871984e-02,min,,
10000000069757.6132812500,-1.654366889806e-02,min,,
10000000069757.6777343750,6.511343274854e-03,max,,
10000000069764.7695312500,-8.753271576970e-03,min,,
10000000069809.8691406250,-1.259074701288e-02,min,,
10000000069836.9121093750,1.933335306038e-02,max,,
10000000069906.7597656250,1.267964626558e-02,max,,
10000000069918.4394531250,1.114654478710e-02,max,,
10000000070009.6835937500,7.168177077181e-03,max,,
10000000070009.7265625000,-1.798739506340e-03,min,,
10000000070019.2500000000,-8.163529124327e-03,min,,
10000000070043.4375000000,-1.607834315063e-02,min,,
10000000070145.4257812500,-1.312405079537e-02,min,,
10000000070181.7128906250,1.908513075050e-02,max,,
10000000070210.7226562500,3.615673195398e-03,max,,
10000000070229.9121093750,1.377843978937e-02,max,,
10000000070245.1054687500,-9.793939298731e-03,min,,
10000000070318.3242187500,-8.979069017077e-03,min,,
10000000070383.9746093750,6.354648199841e-03,max,,
10000000070425.9941406250,7.389665082240e-03,max,,
10000000070696.8066406250,-1.146794404786e-02,min,,
10000000070772.4785156250,1.032818114715e-02,max,,
10000000070862.0917968750,4.559153793993e-03,max,,
10000000070872.5078125000,-9.503032357327e-03,min,,
10000000071217.9589843750,5.389149710844e-03,max,,
10000000071278.1152343750,1.507156159316e-02,max,,
10000000071423.0996093750,-1.996940944694e-02,min,,
10000000071433.5351562500,-7.108076300421e-03,min,,
10000000071440.0839843750,1.978288442077e-02,max,,
10000000071464.5078125000,1.494041387472e-03,max,4.77509588e-03,0.021352
10000000071495.8359375000,1.346192372777e-02,max,,
10000000071520.5019531250,1.864864717953e-02,max,,
10000000071530.2519531250,-1.985052436565e-02,min,,
10000000071560.4414062500,-1.980794257837e-02,min,,
10000000071566.3183593750,-6.405914414310e-03,min,,
10000000071668.4082031250,4.097265013731e-03,max,,
10000000071741.4082031250,1.389473220526e-02,max,,
10000000071746.3984375000,1.692436813367e-02,max,,
10000000071850.6191406250,1.822245815501e-02,max,,
10000000071885.4902343750,3.302783078649e-03,max,,
10000000071892.8417968750,-1.264078685879e-02,min,,
10000000071897.5800781250,1.097942648646e-02,max,,
10000000072028.1972656250,1.968514763745e-02,max,,
10000000072084.4492187500,1.404221313663e-02,max,,
10000000072101.6191406250,1.540467513702e-02,max,,
10000000072456.9140625000,4.173464614493e-03,max,,
10000000072509.4531250000,1.635041870484e-02,max,,
10000000072537.4433593750,-3.755557614715e-03,min,,
10000000072595.4902343750,-2.885772872983e-03,min,9.32187964e-03,0.041683
10000000072771.3945312500,1.535957325397e-02,max,,
10000000072780.5019531250,7.269595089278e-03,max,,
10000000072870.6992187500,1.751913876565e-02,max,,
10000000072874.2695312500,1.107498246172e-02,max,,
10000000072955.3183593750,1.973289065572e-02,max,,
10000000073057.2304687500,1.085569898921e-02,max,,
10000000073074.8867187500,-5.611345907878e-03,min,,
10000000073206.5234375000,-1.900407822445e-03,min,,
10000000073255.8671875000,8.388635754697e-03,max,,
10000000073265.2187500000,1.657815192994e-02,max,,
10000000073338.3945312500,-4.343441272973e-03,min,,
10000000073400.3085937500,1.267859991809e-02,max,,
10000000073534.3359375000,-9.280449998012e-03,min,,
10000000073538.6074218750,-3.751056006971e-04,min,4.63819782e-03,0.020740
10000000073600.0527343750,-1.500382836373e-02,min,,
10000000073654.0527343750,-1.553151066845e-02,min,,
10000000073700.4746093750,1.455274643598e-02,max,,
10000000073881.6074218750,1.691309551827e-02,max,,
10000000073904.8007812500,1.390189197267e-02,max,,
10000000073932.7031250000,4.586226445072e-03,max,,
10000000073990.0253906250,-7.257389429062e-03,min,,
10000000074036.9492187500,-1.615657635488e-03,min,9.79898806e-03,0.043817
10000000074041.3437500000,1.877415240121e-02,max,,
10000000074041.7617187500,9.974941810732e-03,max,,
10000000074081.2910156250,-1.443638140750e-02,min,,
10000000074114.6523437500,5.893732899028e-03,max,,
10000000074161.4804687500,-1.280617082648e-02,min,,
10000000074196.8906250000,1.809733901942e-02,max,,
10000000074229.9980468750,-8.898457363575e-03,min,,
10000000074230.0390625000,3.450235678561e-03,max,,
10000000074298.2617187500,-6.484365282491e-03,min,,
10000000074323.0820312500,1.840653129983e-02,max,,
10000000074372.3769531250,-2.501884808600e-03,min,,
10000000074498.1289062500,-1.651852627278e-02,min,,
10000000074579.1347656250,-1.357468214051e-02,min,,
10000000074602.4746093750,-1.833875670055e-02,min,,
10000000074656.1113281250,-5.260352649404e-03,min,,
10000000074774.6582031250,-1.939769149684e-02,min,,
10000000074820.6621093750,-1.739817527263e-02,min,,
10000000074938.0585937500,1.805361789514e-03,max,,
10000000074946.6894531250,-1.095839841996e-02,min,,
10000000075021.0683593750,-5.937451481497e-03,min,,
10000000075178.8808593750,-1.758513963838e-02,min,,
10000000075254.5214843750,-1.596908290899e-02,min,,
10000000075411.4707031250,-1.865383939965e-02,min,,
10000000075447.5917968750,1.187376090043e-02,max,,
10000000075466.4843750000,-1.142082622261e-02,min,,
10000000075609.8105468750,2.120393446923e-03,max,,
10000000075621.6718750000,-8.693650678460e-03,min,,
10000000075650.0058593750,1.412279612694e-02,max,,
10000000075660.0273437500,1.769132312264e-02,max,,
10000000075682.8066406250,1.859534699831e-02,max,,
10000000075700.5761718750,9.080032950374e-03,max,,
10000000075773.5839843750,1.280630997756e-02,max,,
10000000075781.1113281250,1.440910313128e-02,max,,
10000000075930.6816406250,-1.854738899044e-02,min,,
10000000075966.5664062500,-6.647355619594e-03,min,,
10000000075976.5957031250,1.245333954032e-02,max,,
10000000075980.8691406250,-1.766637041692e-02,min,,
10000000076064.6738281250,7.465124486561e-03,max,,
10000000076122.5761718750,-1.483228979575e-02,min,,
10000000076299.7851562500,-1.333317108249e-02,min,,
10000000076347.8476562500,9.598985948127e-03,max,,
10000000076363.3964843750,-4.129796925707e-03,min,,
10000000076381.5898437500,-1.220416625339e-02,min,,
10000000076516.5039062500,1.311130119279e-02,max,,
10000000076528.4472656250,1.062753056669e-02,max,,
10000000076538.4843750000,1.532800848273e-02,max,,
10000000076578.9316406250,-1.322808521497e-02,min,,
10000000076626.0019531250,1.559152992483e-02,max,,
10000000076679.7949218750,1.153770411444e-02,max,,
10000000076719.8125000000,1.219040895573e-02,max,,
10000000076800.6386718750,-1.655622377169e-02,min,,
10000000076860.5019531250,1.283338133235e-02,max,,
10000000076884.2695312500,-6.797029067446e-03,min,,
10000000077026.5175781250,-1.967918549273e-02,min,,
10000000077032.9531250000,-1.699074068080e-02,min,,
10000000077148.7910156250,-8.314440363285e-03,min,,
10000000077148.8398437500,1.361859397052e-02,max,,
10000000077153.2500000000,6.574650315206e-04,max,9.27455025e-03,0.041472
10000000077161.9394531250,1.760365562137e-02,max,,
10000000077182.8183593750,7.427462568789e-03,max,,
10000000077223.2929687500,-4.241637383218e-03,min,,
10000000077233.2402343750,-1.203945186968e-02,min,,
10000000077325.3378906250,-8.889836925804e-03,min,,
10000000077349.0234375000,-1.228019452286e-02,min,,
10000000077363.8457031250,-6.204686953308e-03,min,,
10000000077406.2773437500,-5.984598996622e-03,min,,
10000000077451.8066406250,1.727396851601e-02,max,,
10000000077626.1601562500,8.433337600699e-03,max,,
10000000077679.0312500000,-1.689684550688e-02,min,,
10000000077680.4355468750,-1.090140252299e-02,min,,
10000000077769.9648437500,-7.940056834447e-03,min,,
10000000077788.4589843750,7.519182690607e-03,max,,
10000000077949.0742187500,8.199910503709e-03,max,,
10000000078021.5546875000,1.022112353480e-02,max,,
10000000078039.3378906250,1.265871091992e-02,max,,
10000000078085.8632812500,1.886179529430e-02,max,,
10000000078146.8808593750,1.349932404040e-02,max,,
10000000078257.5781250000,9.512272403974e-03,max,,
10000000078268.9179687500,1.545746112418e-02,max,,
10000000078268.9843750000,-1.488529581353e-02,min,,
10000000078333.7890625000,-1.097273156400e-02,min,,
10000000078491.4160156250,-1.313294122104e-02,min,,
10000000078585.2460937500,-1.552447264544e-02,min,,
10000000078629.6328125000,-1.304802359228e-02,min,,
10000000078702.1347656250,-1.891865350708e-02,min,,
10000000078785.0917968750,-9.680899272921e-03,min,,
10000000078828.7578125000,1.972058818061e-02,max,,
10000000078874.8261718750,2.176520480550e-03,max,,
10000000078916.2402343750,-9.569658619939e-03,min,,
10000000079046.6855468750,7.005611329155e-03,max,,
10000000079175.4609375000,1.094965645724e-02,max,,
10000000079191.0742187500,6.434216068475e-03,max,,
10000000079354.2851562500,-1.617903022449e-02,min,,
10000000079492.1406250000,1.640944239167e-02,max,,
10000000079528.5722656250,-7.266329631614e-03,min,,
10000000079572.8222656250,-1.849626254904e-02,min,,
10000000079612.2070312500,-8.924068502775e-03,min,,
10000000079639.2929687500,4.193614771276e-03,max,,
10000000079641.3789062500,-9.649071979392e-03,min,,
10000000079654.3046875000,-1.766954378177e-02,min,,
10000000079780.3222656250,-1.283356103142e-02,min,,
10000000079783.3144531250,1.612283405301e-02,max,,
10000000079834.5878906250,-1.504500540714e-02,min,,
10000000079854.3984375000,1.385362207614e-02,max,,
10000000079887.2617187500,-1.011838642677e-02,min,,
10000000079989.3222656250,-1.802452031176e-02,min,,
10000000080018.5507812500,1.697259217027e-02,max,,
10000000080116.2558593750,-1.524826909321e-02,min,,
10000000080155.3613281250,1.123711986454e-02,max,,
10000000080178.2187500000,1.237394740605e-02,max,,
10000000080191.0917968750,1.396405957781e-02,max,,
10000000080213.3261718750,-4.871080720652e-03,min,,
10000000080291.3261718750,1.512556210890e-02,max,,
10000000080317.1113281250,-1.846361762426e-02,min,,
10000000080333.8496093750,1.305247288925e-02,max,,
10000000080372.5000000000,-1.184094225685e-02,min,,
10000000080396.9921875000,1.447423593655e-02,max,,
10000000080435.1992187500,-1.222130104212e-02,min,,
10000000080504.5761718750,-1.722802577614e-02,min,,
10000000080568.4160156250,-7.314940621718e-03,min,,
10000000080768.0722656250,-1.193509152733e-02,min,,
10000000080796.6601562500,-7.755154148050e-03,min,,
10000000080807.3378906250,-5.043261362944e-03,min,,
10000000080940.7578125000,1.907341475808e-02,max,,
10000000081042.8964843750,8.088454768304e-03,max,,
10000000081087.5039062500,1.734842325625e-02,max,,
10000000081148.8457031250,-5.457729300814e-03,min,,
10000000081376.1074218750,-1.955073467581e-02,min,,
10000000081557.1660156250,2.401597261133e-03,max,,
10000000081574.8652343750,-1.442166891977e-02,min,,
10000000081630.5468750000,1.077659205944e-02,max,,
10000000081630.6269531250,-1.673300862128e-02,min,,
10000000081727.4726562500,-1.342665816621e-02,min,,
10000000081791.7109375000,9.877311101060e-03,max,,
10000000081821.1132812500,1.283279750563e-02,max,,
10000000081821.4687500000,1.177140653975e-02,max,,
10000000081918.1894531250,4.352774790454e-04,max,5.75571223e-03,0.025737
10000000081984.8515625000,7.327993515759e-03,max,,
10000000082060.0859375000,-3.011306120692e-03,min,9.03691778e-03,0.040409
10000000082101.4843750000,1.510914803145e-02,max,,
10000000082329.7285156250,-1.795235883513e-02,min,,
10000000082335.4863281250,8.922677738465e-03,max,,
10000000082466.6054687500,-5.014229624468e-03,min,,
10000000082609.4707031250,-1.679926451858e-02,min,,
10000000082654.3691406250,7.565621604211e-03,max,,
10000000082796.9628906250,1.553010257849e-02,max,,
10000000082854.8808593750,-1.190867629869e-02,min,,
10000000082890.4277343750,7.815470036532e-03,max,,
10000000082996.8359375000,-3.583196729535e-03,min,,
10000000083032.0898437500,-1.884397664845e-02,min,,
10000000083100.4824218750,-2.983104181444e-03,min,,
10000000083105.2871093750,1.529751190363e-02,max,,
10000000083125.4218750000,4.583120926027e-03,max,,
10000000083125.4648437500,-3.189608945319e-03,min,,
10000000083215.3632812500,1.628150256682e-02,max,,
10000000083242.9726562500,6.266759923253e-03,max,,
10000000083299.2988281250,6.598941688429e-03,max,,
10000000083320.2519531250,5.387497321187e-03,max,9.07331744e-03,0.040572
10000000083351.4238281250,-1.925028613122e-02,min,,
10000000083370.1718750000,-9.886013278127e-03,min,,
10000000083370.8750000000,1.661860489559e-02,max,,
10000000083403.5664062500,1.142585303056e-02,max,,
10000000083460.5175781250,1.547551611858e-02,max,,
10000000083507.4550781250,-1.776446955408e-02,min,,
10000000083515.8574218750,2.061792172712e-03,max,8.59258545e-03,0.038422
10000000083622.0781250000,-3.778023231167e-03,min,,
10000000083640.0097656250,7.143741958837e-03,max,,
10000000083695.3886718750,-1.522583019330e-02,min,,
10000000083742.3496093750,-5.693465784306e-03,min,,
10000000083757.6894531250,-2.868498769930e-03,min,,
10000000083850.7910156250,1.944811646875e-02,max,,
10000000083907.0566406250,1.997196200942e-02,max,,
10000000084149.0527343750,2.842302559261e-03,max,,
10000000084249.9023437500,-5.097140502955e-03,min,,
10000000084319.1171875000,1.871144345686e-02,max,,
10000000084348.0781250000,3.602491377874e-03,max,,
10000000084433.3574218750,-1.889856154170e-02,min,,
10000000084475.4335937500,-1.513846673540e-02,min,,
10000000084593.7421875000,1.738171992929e-02,max,,
10000000084633.4746093750,1.745651016717e-02,max,,
10000000084655.6367187500,1.524307872497e-02,max,,
10000000084730.7753906250,-1.956793202996e-02,min,,
10000000084932.9257812500,-1.249685826118e-02,min,,
10000000085023.4570312500,7.680394273659e-03,max,,
10000000085023.5195312500,-1.703571430910e-02,min,,
10000000085040.4101562500,1.669684140530e-02,max,,
10000000085050.7207031250,1.778880732703e-02,max,,
10000000085217.0195312500,-3.068496228875e-03,min,,
10000000085371.9433593750,6.882075235890e-03,max,,
10000000085547.3671875000,1.242597574311e-02,max,,
10000000085547.4238281250,-1.048499110086e-02,min,,
10000000085560.9531250000,-6.086455859063e-03,min,,
10000000085573.6289062500,1.554193248415e-02,max,,
10000000085651.4960937500,1.019005044299e-02,max,,
10000000085702.0312500000,5.625827513539e-03,max,,
10000000085743.6250000000,-5.899639234325e-03,min,,
10000000085806.5781250000,-4.965986761089e-03,min,,
10000000085893.1953125000,-1.082769218979e-02,min,,
10000000085928.0644531250,-7.095810204625e-03,min,,
10000000085936.5253906250,1.832269565472e-02,max,,
10000000085984.1660156250,1.819104466653e-02,max,,
10000000086099.3535156250,-1.412116076675e-02,min,,
10000000086108.6679687500,8.779785048752e-03,max,,
10000000086108.7382812500,-1.794209479341e-02,min,,
10000000086115.0605468750,1.189217461689e-02,max,,
10000000086234.3691406250,9.301346029882e-03,max,,
10000000086265.3105468750,-1.645875516173e-02,min,,
10000000086299.6425781250,-1.620563888378e-02,min,,
10000000086327.5312500000,-1.914234121442e-02,min,,
10000000086373.3125000000,1.188752371785e-02,max,,
10000000086568.8515625000,1.855339394630e-02,max,,
10000000086583.2167968750,1.120550814806e-02,max,,
10000000086589.3964843750,1.363541650892e-02,max,,
10000000086590.0039062500,-1.857778706515e-02,min,,
10000000086635.8222656250,9.356226958855e-03,max,,
10000000086737.8886718750,1.267866632929e-02,max,,
10000000086824.0136718750,-1.880897660266e-02,min,,
10000000086825.8085937500,-3.461108427148e-03,min,,
10000000086885.7910156250,-7.324968261950e-03,min,,
10000000087080.5468750000,1.781975204722e-02,max,,
10000000087120.0156250000,5.772215269958e-03,max,,
10000000087196.8066406250,1.134881660961e-02,max,,
10000000087385.3105468750,-1.150203396220e-02,min,,
10000000087474.9003906250,-1.651765069790e-02,min,,
10000000087522.4628906250,3.690695670783e-03,max,,
10000000087584.3847656250,-7.877065712944e-03,min,,
10000000088001.8632812500,1.412664214797e-02,max,,
10000000088075.7050781250,8.556755184690e-03,max,,
10000000088090.7968750000,-5.374970587219e-03,min,,
10000000088112.0078125000,6.661041596727e-03,max,,
10000000088139.0175781250,-1.717148141550e-02,min,,
10000000088146.6367187500,-1.920278575578e-02,min,,
10000000088227.3164062500,8.011147630519e-03,max,,
10000000088322.0488281250,9.105372318589e-03,max,,
10000000088372.5019531250,-1.559057638980e-02,min,,
10000000088420.9980468750,1.453549509248e-02,max,,
10000000088429.8535156250,-1.411543118149e-02,min,,
10000000088499.5722656250,-8.853982959789e-03,min,,
10000000088516.3222656250,7.211100359227e-03,max,,
10000000088563.1406250000,-4.853139177295e-03,min,,
10000000088618.7011718750,1.030874263612e-02,max,,
10000000088631.3476562500,-1.420614235786e-02,min,,
10000000088780.3789062500,-1.037889976248e-02,min,,
10000000088837.4765625000,1.136953930686e-02,max,,
10000000088867.3808593750,-1.862615676886e-02,min,,
10000000088984.7968750000,-5.645114713623e-03,min,,
10000000089024.8281250000,1.669243654164e-02,max,,
10000000089025.9980468750,-1.728320378387e-02,min,,
10000000089070.6210937500,1.539546292533e-03,max,,
10000000089070.6699218750,-8.556761027690e-03,min,,
10000000089089.8847656250,-8.852893793077e-03,min,,
10000000089106.6425781250,1.809150570168e-02,max,,
10000000089136.9785156250,1.783727744440e-02,max,,
10000000089154.2167968750,-3.377993760681e-03,min,,
10000000089164.1230468750,-1.197835628395e-02,min,,
10000000089254.5761718750,-1.385031553449e-02,min,,
10000000089387.2656250000,-1.247240226960e-02,min,,
10000000089516.3339843750,9.620646659878e-03,max,,
10000000089535.2246093750,1.128849933133e-02,max,,
10000000089535.3105468750,-1.817275258881e-02,min,,
10000000089582.7851562500,-1.457303464924e-02,min,,
10000000089709.0605468750,1.970294899011e-02,max,,
10000000089820.2753906250,-1.633658467360e-02,min,,
10000000089923.4707031250,-9.283874697113e-03,min,,
10000000089996.1738281250,-1.351918149614e-02,min,,
10000000090015.2089843750,1.780352393954e-02,max,,
10000000090148.3847656250,1.060129182323e-02,max,,
10000000090186.8242187500,1.647653822281e-02,max,,
10000000090297.3359375000,8.227062311675e-03,max,,
10000000090338.9472656250,1.774301379114e-02,max,,
10000000090397.7421875000,-1.040141658252e-02,min,,
10000000090542.7558593750,5.150012327550e-03,max,,
10000000090577.7070312500,9.964259907077e-03,max,,
10000000090594.2578125000,1.680199905275e-02,max,,
10000000090613.5820312500,1.312948834421e-02,max,,
10000000090667.4902343750,-1.166971921740e-02,min,,
10000000090703.1835937500,-1.753811893188e-02,min,,
10000000090821.9980468750,1.209861021805e-02,max,,
10000000090855.4726562500,-3.389077871525e-03,min,,
10000000091056.0644531250,-1.925280896448e-02,min,,
10000000091146.9355468750,-1.621804363527e-02,min,,
10000000091174.8886718750,1.108475419348e-02,max,,
10000000091184.0000000000,-1.893384147239e-02,min,,
10000000091246.3203125000,1.130556167377e-02,max,,
10000000091249.0800781250,3.862963094105e-03,max,,
10000000091273.2246093750,4.393053727840e-03,max,,
10000000091410.8046875000,-6.497527916913e-04,min,8.81788625e-03,0.039430
10000000091414.0917968750,1.665554718370e-02,max,,
10000000091456.4179687500,-1.825114391058e-02,min,,
10000000091573.5585937500,-1.924756003709e-02,min,,
10000000091639.9335937500,3.056048523169e-03,max,,
10000000091639.9902343750,-1.272058628175e-02,min,,
10000000091725.6054687500,6.733762830355e-03,max,,
10000000091737.4824218750,1.772636287757e-02,max,,
10000000091772.7792968750,1.550628236876e-02,max,,
10000000091867.5839843750,1.133266820186e-02,max,,
10000000091964.2519531250,3.733382937676e-03,max,,
10000000091972.2851562500,1.928561840609e-02,max,,
10000000091975.6718750000,-9.518835778476e-03,min,,
10000000092087.6855468750,-5.852343872325e-03,min,,
10000000092132.4941406250,1.776733221044e-02,max,,
10000000092219.0644531250,1.782524286044e-02,max,,
10000000092228.4296875000,-1.857431937691e-02,min,,
10000000092263.6757812500,-1.776013048069e-02,min,,
10000000092324.8105468750,1.703928356533e-02,max,,
10000000092354.7421875000,1.246904410756e-02,max,,
10000000092553.5820312500,-1.833084847781e-02,min,,
10000000092725.9863281250,1.802365119539e-02,max,,
10000000092736.7714843750,8.148775532882e-03,max,,
10000000092753.7500000000,2.868217373292e-03,max,,
10000000092908.9316406250,2.659564463160e-03,max,,
10000000092916.0097656250,7.987809970997e-03,max,,
10000000092967.9335937500,6.023598458635e-03,max,,
10000000092986.0527343750,-2.324843260341e-03,min,7.96263698e-03,0.035606
10000000093050.0898437500,-1.343513117984e-02,min,,
10000000093057.8984375000,1.297164225866e-02,max,,
10000000093206.6953125000,8.648619097869e-03,max,,
10000000093342.3886718750,1.816612060829e-02,max,,
10000000093412.4765625000,-1.769201533062e-02,min,,
10000000093502.6777343750,-1.470688065585e-02,min,,
10000000093619.7519531250,-1.568077635375e-02,min,,
10000000093642.0742187500,-1.993704132151e-02,min,,
10000000093686.1484375000,-1.609761851757e-02,min,,
10000000093761.5136718750,-1.829287002657e-02,min,,
10000000093801.9277343750,-1.898541462550e-02,min,,
10000000093824.8964843750,1.043734445075e-02,max,,
10000000093842.0976562500,-1.187573074210e-02,min,,
10000000093955.5429687500,1.125478278046e-02,max,,
10000000093973.8925781250,-1.017391495121e-02,min,,
10000000094013.6542968750,9.201421809828e-03,max,,
10000000094057.7578125000,-4.082669135157e-03,min,,
10000000094129.6757812500,-4.629207599935e-03,min,,
10000000094146.2597656250,-1.428842515443e-02,min,,
10000000094149.8164062500,-1.381050782722e-02,min,,
10000000094178.0468750000,-1.265581205242e-02,min,,
10000000094251.5820312500,2.882470651283e-03,max,1.07655345e-02,0.048139
10000000094259.2031250000,1.507693457625e-02,max,,
10000000094268.2285156250,1.190070234125e-02,max,,
10000000094466.0019531250,1.594096967691e-02,max,,
10000000094477.0371093750,1.871491864923e-02,max,,
10000000094494.8984375000,1.604427734226e-02,max,,
10000000094573.9433593750,-1.192315978618e-02,min,,
10000000094574.5761718750,1.119144963631e-02,max,,
10000000094591.3593750000,-7.413080270071e-03,min,,
10000000094681.8378906250,8.637987951125e-03,max,,
10000000094821.4003906250,8.310778740240e-04,max,7.87682993e-03,0.035222
10000000094927.5742187500,1.462247197135e-02,max,,
10000000095090.1738281250,1.282266469808e-02,max,,
10000000095098.6347656250,-5.916094531302e-03,min,,
10000000095224.5058593750,1.732342749774e-02,max,,
10000000095273.9804687500,1.724050390147e-02,max,,
10000000095415.3750000000,7.858114126860e-03,max,,
10000000095515.7714843750,-7.264866293487e-03,min,,
10000000095634.7539062500,-1.945182822881e-02,min,,
10000000095679.4277343750,2.471709363445e-03,max,,
10000000095724.1386718750,1.645644358140e-02,max,,
10000000095753.0585937500,1.878896741489e-02,max,,
10000000095879.6250000000,1.615240030070e-02,max,,
10000000095933.4843750000,1.069639137622e-02,max,,
10000000095980.3691406250,1.558305386210e-02,max,,
10000000096036.1191406250,6.484876215636e-03,max,,
10000000096071.5371093750,1.682414810207e-02,max,,
10000000096122.7890625000,-9.453986328123e-03,min,,
10000000096156.6328125000,1.288311326934e-02,max,,
10000000096216.2421875000,-1.357862952921e-02,min,,
10000000096363.0996093750,1.635810270520e-03,max,9.49143087e-03,0.042442
10000000096379.9375000000,-1.210614886262e-02,min,,
10000000096524.4824218750,-1.778193606513e-02,min,,
10000000096558.5878906250,1.869276674082e-02,max,,
10000000096586.3105468750,-1.555138644402e-02,min,,
10000000096661.6015625000,-1.484876728209e-02,min,,
10000000096667.8691406250,-8.872926425187e-03,min,,
10000000096675.8437500000,1.687993141037e-02,max,,
10000000096707.5703125000,4.872509735461e-03,max,,
10000000096725.3437500000,1.451053683781e-02,max,,
10000000096757.2558593750,8.608228722100e-03,max,,
10000000096987.3554687500,-8.150135384933e-03,min,,
10000000096987.9277343750,3.889930673194e-03,max,,
10000000097000.5742187500,1.379204215153e-02,max,,
10000000097014.6093750000,-7.065719640125e-04,min,4.43877354e-03,0.019848
10000000097031.8085937500,3.146964190955e-03,max,,
10000000097148.8144531250,-7.034926262514e-05,min,2.51281899e-03,0.011236
10000000097266.9218750000,-5.159534804860e-03,min,,
10000000097348.2753906250,-1.106145004053e-02,min,,
10000000097393.8945312500,-1.874507304845e-02,min,,
10000000097426.2558593750,-1.335322220663e-02,min,,
10000000097511.3496093750,8.800791911530e-03,max,,
10000000097604.1152343750,-2.057990008059e-03,min,,
10000000097626.1542968750,-3.851692007352e-03,min,1.05104377e-02,0.046998
10000000097640.2949218750,-1.755872602161e-04,min,5.15874801e-03,0.023068
10000000097672.9667968750,-1.242500459519e-02,min,,
10000000097891.2812500000,-5.846088361620e-03,min,,
10000000097901.4355468750,1.074935358482e-02,max,,
10000000097909.8125000000,1.503163986735e-02,max,,
10000000097936.7382812500,1.734470686058e-02,max,,
10000000097951.9707031250,1.564884390719e-02,max,,
10000000097953.9453125000,-1.680235711434e-02,min,,
10000000097981.5957031250,-1.700883083187e-02,min,,
10000000098137.4843750000,1.972401990329e-02,max,,
10000000098300.4101562500,1.498262111156e-02,max,,
10000000098318.8476562500,-9.278419573697e-03,min,,
10000000098336.1171875000,2.275523646754e-03,max,,
10000000098428.7910156250,-5.393881512979e-03,min,,
10000000098572.5644531250,-1.129472881503e-02,min,,
10000000098604.8886718750,9.783979123841e-03,max,,
10000000098624.2226562500,1.707177658928e-03,max,9.74335706e-03,0.043568
10000000098680.2109375000,-1.499613704028e-02,min,,
10000000098795.8007812500,8.290914142912e-03,max,,
10000000099015.0859375000,1.437776760548e-02,max,,
10000000099065.9804687500,1.996569581664e-02,max,,
10000000099069.8359375000,-7.634997746855e-03,min,,
10000000099077.3886718750,-1.326009164012e-02,min,,
10000000099107.6660156250,1.948027439572e-02,max,,
10000000099159.8769531250,1.556142834658e-02,max,,
